
> writing-task-app@0.1.0 dev
> next dev --port 3000

▲ Next.js 16.2.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.1.75:3000
- Environments: .env.local
✓ Ready in 560ms

 GET / 200 in 390ms (next.js: 219ms, application-code: 171ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 10ms (next.js: 4ms, application-code: 6ms)
 POST /api/log 200 in 14ms (next.js: 5ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 20ms (next.js: 8ms, application-code: 12ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 5ms, application-code: 11ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 27ms (next.js: 11ms, application-code: 16ms)
 POST /api/log 200 in 19ms (next.js: 8ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 5ms)
 POST /api/log 200 in 26ms (next.js: 11ms, application-code: 15ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 9ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 13ms (next.js: 5ms, application-code: 8ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 8ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 8ms, application-code: 10ms)
 POST /api/log 200 in 19ms (next.js: 9ms, application-code: 10ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 8ms, application-code: 10ms)
 POST /api/log 200 in 13ms (next.js: 4ms, application-code: 9ms)
 POST /api/log 200 in 21ms (next.js: 9ms, application-code: 12ms)
 POST /api/log 200 in 14ms (next.js: 5ms, application-code: 9ms)
 POST /api/log 200 in 12ms (next.js: 3ms, application-code: 9ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 13ms)
 POST /api/log 200 in 14ms (next.js: 6ms, application-code: 8ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 5ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 17ms (next.js: 8ms, application-code: 9ms)
 POST /api/log 200 in 26ms (next.js: 7ms, application-code: 19ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 12ms (next.js: 4ms, application-code: 8ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 13ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 5ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 11ms (next.js: 4ms, application-code: 7ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 7ms, application-code: 9ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 12ms (next.js: 4ms, application-code: 8ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 28ms (next.js: 11ms, application-code: 17ms)
 POST /api/log 200 in 11ms (next.js: 4ms, application-code: 7ms)
 POST /api/log 200 in 21ms (next.js: 7ms, application-code: 14ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 8ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 12ms (next.js: 5ms, application-code: 7ms)
 POST /api/log 200 in 17ms (next.js: 4ms, application-code: 13ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 21ms (next.js: 9ms, application-code: 12ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 19ms (next.js: 9ms, application-code: 10ms)
 POST /api/log 200 in 13ms (next.js: 5ms, application-code: 8ms)
 POST /api/log 200 in 16ms (next.js: 5ms, application-code: 11ms)
 POST /api/log 200 in 24ms (next.js: 11ms, application-code: 13ms)
 POST /api/log 200 in 20ms (next.js: 8ms, application-code: 12ms)
 POST /api/log 200 in 21ms (next.js: 8ms, application-code: 14ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 9ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 20ms (next.js: 8ms, application-code: 13ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 22ms (next.js: 7ms, application-code: 15ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 14ms (next.js: 3ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 7ms, application-code: 9ms)
 POST /api/log 200 in 15ms (next.js: 4ms, application-code: 11ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 8ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 19ms (next.js: 5ms, application-code: 14ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 10ms (next.js: 2ms, application-code: 8ms)
 POST /api/log 200 in 16ms (next.js: 5ms, application-code: 10ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 20ms (next.js: 8ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 13ms (next.js: 5ms, application-code: 8ms)
 POST /api/log 200 in 10ms (next.js: 2ms, application-code: 7ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 4ms, application-code: 12ms)
 POST /api/log 200 in 16ms (next.js: 4ms, application-code: 12ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 5ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 8ms, application-code: 11ms)
 POST /api/log 200 in 24ms (next.js: 10ms, application-code: 14ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 5ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 11ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 7ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 16ms (next.js: 4ms, application-code: 12ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 10ms (next.js: 3ms, application-code: 7ms)
 POST /api/log 200 in 16ms (next.js: 5ms, application-code: 10ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 4ms, application-code: 12ms)
 POST /api/log 200 in 13ms (next.js: 5ms, application-code: 8ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 11ms (next.js: 4ms, application-code: 6ms)
 POST /api/log 200 in 20ms (next.js: 6ms, application-code: 14ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 21ms (next.js: 6ms, application-code: 15ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 8ms (next.js: 1937µs, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 10ms (next.js: 2ms, application-code: 7ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 5ms)
 POST /api/log 200 in 32ms (next.js: 5ms, application-code: 27ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 6ms)
 POST /api/log 200 in 23ms (next.js: 8ms, application-code: 15ms)
 POST /api/log 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 12ms (next.js: 3ms, application-code: 9ms)
 POST /api/log 200 in 19ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 34ms (next.js: 11ms, application-code: 23ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 21ms (next.js: 8ms, application-code: 14ms)
 POST /api/log 200 in 13ms (next.js: 3ms, application-code: 9ms)
 POST /api/log 200 in 15ms (next.js: 5ms, application-code: 9ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 9ms (next.js: 4ms, application-code: 6ms)
 POST /api/log 200 in 9ms (next.js: 2ms, application-code: 7ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 12ms (next.js: 4ms, application-code: 8ms)
 POST /api/log 200 in 25ms (next.js: 6ms, application-code: 19ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 13ms)
 POST /api/log 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/log 200 in 20ms (next.js: 14ms, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 20ms (next.js: 7ms, application-code: 13ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 19ms (next.js: 5ms, application-code: 14ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/log 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 9ms (next.js: 3ms, application-code: 7ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/log 200 in 16ms (next.js: 4ms, application-code: 12ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 12ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 14ms (next.js: 5ms, application-code: 9ms)
 POST /api/log 200 in 11ms (next.js: 4ms, application-code: 7ms)
 POST /api/log 200 in 14ms (next.js: 4ms, application-code: 11ms)
 POST /api/log 200 in 15ms (next.js: 6ms, application-code: 9ms)
 POST /api/log 200 in 10ms (next.js: 4ms, application-code: 7ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 11ms (next.js: 4ms, application-code: 7ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 13ms (next.js: 5ms, application-code: 8ms)
 POST /api/log 200 in 12ms (next.js: 4ms, application-code: 8ms)
 POST /api/log 200 in 11ms (next.js: 4ms, application-code: 7ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 10ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 4ms, application-code: 13ms)
 POST /api/log 200 in 8ms (next.js: 3ms, application-code: 6ms)
 POST /api/log 200 in 16ms (next.js: 5ms, application-code: 11ms)
 POST /api/log 200 in 13ms (next.js: 4ms, application-code: 9ms)
 POST /api/log 200 in 38ms (next.js: 9ms, application-code: 29ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 7ms (next.js: 2ms, application-code: 5ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 15ms (next.js: 5ms, application-code: 10ms)
 POST /api/log 200 in 15ms (next.js: 5ms, application-code: 10ms)
 POST /api/log 200 in 22ms (next.js: 6ms, application-code: 15ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 6ms)
 POST /api/log 200 in 15ms (next.js: 4ms, application-code: 10ms)
 POST /api/log 200 in 16ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 21ms (next.js: 8ms, application-code: 13ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/log 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/log 200 in 14ms (next.js: 7ms, application-code: 7ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 17ms (next.js: 7ms, application-code: 10ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/log 200 in 16ms (next.js: 7ms, application-code: 9ms)
 POST /api/log 200 in 9ms (next.js: 4ms, application-code: 5ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/log 200 in 23ms (next.js: 7ms, application-code: 17ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 5ms)
 POST /api/log 200 in 19ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 22ms (next.js: 8ms, application-code: 14ms)
 POST /api/log 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/log 200 in 20ms (next.js: 7ms, application-code: 14ms)
 POST /api/log 200 in 10ms (next.js: 3ms, application-code: 7ms)
 POST /api/log 200 in 21ms (next.js: 7ms, application-code: 14ms)
 POST /api/log 200 in 17ms (next.js: 6ms, application-code: 11ms)
 POST /api/log 200 in 18ms (next.js: 6ms, application-code: 12ms)
 POST /api/log 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/log 200 in 8ms (next.js: 2ms, application-code: 6ms)
 POST /api/log 200 in 19ms (next.js: 7ms, application-code: 12ms)
 POST /api/log 200 in 21ms (next.js: 8ms, application-code: 13ms)
 GET /study?page=debrief&username=sim-09-room-n-unconcerned&condition=n&scenario=roomDoubleBooking 200 in 78ms (next.js: 8ms, application-code: 69ms)
 POST /api/log 200 in 18ms (next.js: 7ms, application-code: 11ms)
 GET /study?page=post-task-survey&username=sim-09-room-n-unconcerned&condition=n&scenario=roomDoubleBooking 200 in 55ms (next.js: 12ms, application-code: 43ms)
 POST /api/log 200 in 10ms (next.js: 2ms, application-code: 7ms)
 POST /api/log 200 in 15ms (next.js: 5ms, application-code: 9ms)
 GET /study?page=final&username=sim-09-room-n-unconcerned&condition=n&scenario=roomDoubleBooking 200 in 42ms (next.js: 6ms, application-code: 35ms)
 POST /api/log 200 in 13ms (next.js: 3ms, application-code: 10ms)
